,Yemen,Algeria,Chad,Mali,France,Mauritania,Niger,Egypt,Sudan,Dem. Rep. Congo,Uganda,Ethiopia,Kenya,Burundi,Tanzania,Rwanda,Thailand,Guinea,Madagascar,Djibouti,Somalia,Ghana,Comoros,Central African Rep.,Gambia,Sierra Leone,Lesotho,Liberia,Mozambique,Zambia,Nigeria,South Africa,eSwatini,Zimbabwe,Botswana,Togo,Tunisia,Angola,Cameroon,Eritrea,Morocco,Namibia,Congo,Guinea-Bissau,Iraq,S. Sudan,Papua New Guinea,Senegal,Côte d'Ivoire,Libya,Bahrain,Philippines,Syria,Turkey,Myanmar,Bangladesh,India,China,Pakistan,Afghanistan,Laos,Tajikistan,Lebanon,Uzbekistan,Kyrgyzstan,Solomon Islands,Israel,Iran,Malaysia,Russia,Spain,United Kingdom,Germany,Netherlands,Honduras,Azerbaijan,Armenia,Brazil,Indonesia,Sri Lanka,Mexico,Trinidad and Tobago,Bosnia and Herz.,Serbia,Croatia,Nepal,Colombia,Bhutan,Cambodia,Jordan,Saudi Arabia,Ecuador,Jamaica,Bolivia,Canada,Guatemala,Haiti,United States of America,Guyana,Peru,Argentina,Paraguay,Italy,Venezuela,El Salvador,Panama,Nicaragua,Kuwait,Ukraine,Malta,United Arab Emirates,Moldova,Romania,Qatar,Georgia,Albania,Macedonia,Burkina Faso,Belgium,Sweden,Australia,Benin,Austria,Poland,Dem. Rep. Congo,Dominica,S. Sudan,Myanmar,Russia
2012-07-31,26,7,0,0,0,1,0,0,154,129,0,24,27,3,0,0,24,0,0,0,165,0,0,2,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1,0,3,14,0,0,29,5062,56,10,0,90,0,185,1003,0,0,0,0,0,0,1,0,0,52,0,0,0,0,0,2,0,0,0,0,37,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-31,112,40,0,0,0,0,0,0,44,101,0,0,75,1,0,0,17,7,0,0,338,0,0,3,1,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,0,0,0,0,0,51,7188,108,84,0,46,0,401,792,0,0,16,0,0,0,0,0,0,44,0,0,0,0,0,2,0,0,0,0,74,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-30,49,9,0,0,0,0,0,0,342,5,0,2,57,0,0,0,17,0,12,0,364,0,0,10,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,1,0,24,5486,242,10,0,54,0,218,850,0,0,0,0,0,0,6,0,0,43,0,0,0,0,7,1,0,7,0,0,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,61,12,0,9,0,0,0,0,43,49,0,17,19,9,0,0,23,0,3,0,126,0,0,7,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0,0,0,0,29,5895,84,99,0,44,0,191,657,0,0,10,0,0,0,9,0,0,28,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-30,12,13,0,25,0,0,0,1,25,267,0,0,21,0,1,12,13,1,0,0,162,0,0,12,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,113,47,4,0,0,0,0,13,5196,99,11,0,70,0,105,414,0,0,0,0,0,0,198,0,0,13,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-31,66,20,0,0,0,0,0,0,53,28,0,0,45,0,0,1,15,0,0,0,171,0,0,73,0,0,0,0,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,120,135,0,0,0,0,0,3,5515,31,102,2,50,0,175,308,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,67,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-31,99,46,0,279,0,0,0,0,426,33,0,0,22,2,0,0,9,0,0,0,108,0,0,5,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,175,30,0,0,0,2,0,16,5516,19,68,2,59,0,412,301,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-28,41,21,0,256,0,0,0,0,317,61,0,0,15,0,0,0,32,0,0,0,115,0,0,33,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,154,100,0,6,0,1,0,2,6139,0,47,5,54,0,394,381,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,4,0,0,12,0,49,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-31,28,8,0,161,0,0,0,0,11,83,0,0,2,9,0,0,16,0,0,0,68,0,0,140,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,147,5,0,0,4,0,0,3,6008,1,71,16,38,0,303,480,0,0,7,0,0,0,0,0,70,32,0,0,0,0,0,3,0,0,0,0,82,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-30,16,14,0,11,0,0,0,7,297,30,0,0,0,0,0,0,21,0,0,0,78,0,0,102,0,0,0,0,6,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,122,14,0,2,0,0,0,27,5157,0,46,9,53,0,419,495,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-31,20,24,0,10,0,0,29,0,185,111,0,0,31,1,0,0,32,0,0,0,98,0,0,36,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,330,53,0,0,0,0,0,41,4917,52,15,0,72,0,385,868,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-30,33,7,0,7,0,0,2,30,115,70,0,0,30,0,0,0,22,0,0,0,63,0,0,80,0,0,0,0,7,0,174,0,0,0,0,0,3,2,0,0,0,0,0,0,334,0,0,0,0,0,0,18,4173,0,13,0,38,0,271,813,0,0,10,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-31,10,29,0,0,0,0,0,81,124,336,0,4,1,2,0,3,14,98,0,0,87,0,0,223,0,0,0,0,0,0,261,0,0,0,0,0,9,0,0,0,0,0,0,0,588,19,0,0,0,2,0,75,4269,1,9,0,70,0,262,1084,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-31,53,44,0,5,0,0,0,2,196,173,0,11,8,1,0,1,29,0,0,0,110,0,0,81,0,0,0,0,2,0,259,0,0,0,0,0,8,0,0,0,0,0,0,0,449,0,0,0,0,3,0,26,5985,1,22,0,56,0,96,749,0,0,73,0,0,0,0,2,0,26,0,0,0,0,3,0,1,6,1,5,91,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-30,89,17,0,7,0,0,0,4,84,66,0,0,71,0,0,0,18,0,0,0,65,0,0,859,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,260,4744,0,32,0,90,0,169,763,0,0,0,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-31,36,5,0,11,0,0,0,1,5,69,0,0,12,1,0,0,33,0,0,0,94,0,0,211,0,0,0,0,14,0,377,0,0,0,0,0,8,0,0,0,0,0,0,0,505,43,0,0,0,0,0,30,5211,1,6,7,52,0,70,519,0,0,13,0,0,0,3,9,0,23,0,0,0,0,3,1,0,14,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-30,51,0,0,7,0,0,0,9,142,82,0,24,3,0,0,0,11,0,0,0,81,0,0,92,0,0,0,0,13,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,332,2,0,0,0,20,0,8,4854,0,15,4,45,0,38,473,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-31,97,7,0,19,0,0,0,1,50,173,0,24,25,0,0,0,12,0,0,0,76,0,0,1318,0,0,0,0,3,0,274,0,0,0,0,0,1,0,1,0,0,0,0,0,387,1536,0,0,0,7,0,20,4798,0,4,11,41,0,80,348,0,0,36,0,0,0,3,0,0,61,0,0,0,0,0,1,0,8,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,41,26,0,11,0,0,0,6,86,65,0,0,16,0,0,0,12,0,0,0,85,0,0,930,0,0,0,0,11,0,286,0,0,0,0,0,2,0,0,0,0,0,0,0,646,285,0,0,0,34,0,74,5798,1,41,2,51,0,210,439,0,0,33,0,0,0,3,0,0,19,0,0,0,0,0,4,0,3,4,0,21,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,18,2,0,30,0,0,0,2,225,21,0,0,2,0,0,0,19,0,0,0,76,0,0,541,0,0,0,0,1,0,538,0,0,0,0,0,4,0,0,0,0,0,0,0,486,212,0,0,0,0,0,12,5796,0,2,0,50,0,209,468,0,0,8,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-31,79,12,0,12,0,0,0,9,364,44,0,101,4,3,0,0,4,0,0,0,116,0,0,218,0,0,0,0,5,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,310,76,0,0,0,0,0,27,5235,0,0,0,43,0,62,460,0,0,29,0,0,0,7,0,0,10,0,0,0,0,0,3,0,1,0,0,28,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-30,167,20,0,17,0,0,0,37,26,35,0,7,10,0,0,0,5,0,0,0,129,0,0,260,0,0,0,0,1,0,582,0,0,0,0,0,1,0,0,0,0,0,0,0,396,960,0,0,0,0,0,63,6059,0,32,0,76,0,240,531,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-31,353,13,0,94,0,0,0,12,148,60,0,0,59,0,0,0,7,0,0,1,118,0,0,216,0,0,0,0,2,0,1374,0,0,0,0,0,7,0,43,0,0,0,0,0,458,71,0,0,0,93,0,34,5549,1,6,0,77,0,175,822,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5,5,0,0,0,0,43,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-30,280,2,0,1,0,0,0,2,170,71,0,0,99,1,0,0,3,0,0,0,61,0,0,270,0,0,0,0,12,0,862,0,0,0,0,0,0,0,27,0,0,0,0,0,4486,23,0,0,0,31,0,31,4513,0,13,0,39,0,681,1035,0,0,1,0,0,0,5,2,0,8,0,0,0,0,0,2,0,0,0,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-31,252,7,0,63,0,0,0,53,83,7,7,5,35,0,0,0,19,0,0,0,124,0,0,47,0,0,0,0,1,0,624,0,0,0,0,0,23,0,5,0,0,0,0,0,1770,370,0,0,0,265,0,69,5288,0,4,0,54,0,272,878,0,1,2,0,0,0,1783,0,0,5,0,0,0,0,0,6,0,0,2,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-31,153,0,16,3,0,0,5,9,329,58,0,0,15,0,0,0,5,0,0,0,72,0,0,52,0,0,0,0,0,0,1207,0,0,0,0,0,5,0,55,0,0,0,0,0,2102,161,0,0,0,84,0,12,5495,1,7,0,54,0,159,1116,0,2,128,0,0,0,601,0,0,13,0,0,0,0,8,2,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-30,312,6,0,8,0,0,0,46,59,21,0,0,8,0,0,0,6,0,0,0,90,0,0,41,0,0,0,0,0,0,922,0,0,0,0,0,1,0,166,0,0,0,0,0,1370,267,0,0,0,137,0,39,4972,4,12,0,39,0,319,1066,0,0,1,0,0,0,2,0,0,4,0,0,0,0,8,5,0,0,0,0,47,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-31,316,10,0,35,0,0,0,49,27,165,0,0,1,1,0,0,1,0,0,0,204,0,0,134,0,0,0,0,0,0,937,0,0,0,0,0,0,0,197,0,0,0,0,0,1739,16,0,0,0,376,0,28,5288,4,32,0,51,0,316,826,0,0,26,0,0,0,1,3,0,25,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-30,253,3,0,4,0,0,0,1,161,171,0,0,53,0,0,0,13,0,0,0,94,0,0,121,0,0,0,0,0,0,750,0,0,0,0,0,6,0,202,0,0,0,0,0,1119,37,0,0,0,90,0,59,4398,0,23,0,59,0,421,820,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,4,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-31,140,10,0,6,0,0,0,23,45,109,0,1,37,56,0,0,6,0,0,0,78,0,0,175,0,0,0,0,0,0,939,0,0,0,0,0,1,0,235,0,0,0,0,0,1286,0,0,0,0,121,0,32,3892,0,7,0,130,0,572,1138,0,0,3,0,0,0,1,0,0,38,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31,62,1,5,67,0,0,0,39,391,25,0,0,9,43,0,0,7,0,0,0,92,0,0,59,0,0,0,0,0,0,913,0,0,0,0,0,2,0,324,0,0,0,0,0,895,25,0,0,0,200,0,95,3001,0,0,2,48,0,374,749,0,0,33,0,0,0,0,0,0,2,0,0,0,0,10,12,11,1,0,0,43,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-28,73,1,7,9,0,0,196,100,148,105,0,0,0,0,0,0,2,0,0,0,103,0,0,86,0,0,0,0,0,0,2075,0,0,0,0,0,4,1,572,0,0,0,0,0,980,70,0,0,0,234,0,89,3711,0,181,0,18,0,151,1163,0,0,0,0,0,0,1,0,0,13,0,0,0,0,10,5,1,0,0,0,25,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-31,600,8,1,6,0,0,47,13,466,29,0,0,12,0,0,0,5,0,0,0,47,0,0,72,0,0,0,0,0,0,1213,0,0,0,0,0,35,0,9,0,0,0,0,0,979,259,0,0,0,90,0,140,3203,3,104,0,31,5,356,1013,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,9,0,2,0,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,1325,16,14,31,0,0,76,51,373,73,0,0,159,1,0,0,8,0,0,0,52,0,0,10,0,0,0,0,0,0,552,0,0,0,0,0,18,0,16,0,0,0,0,0,688,41,0,0,0,111,0,24,3774,1,135,0,36,0,236,1079,0,0,4,0,0,0,0,10,0,8,0,0,0,0,3,3,0,2,0,0,32,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-31,985,33,37,32,0,0,5,42,361,147,0,25,99,21,0,0,9,0,0,0,71,0,0,33,0,0,0,0,0,0,872,0,0,0,0,0,4,0,5,0,0,0,0,0,1068,94,0,0,0,160,0,41,5354,0,16,0,54,0,258,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,110,0,0,0,0,0,50,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-30,962,7,44,18,0,0,76,47,167,35,0,0,43,0,0,0,7,0,0,0,140,0,0,2,0,0,0,0,0,0,406,0,0,0,0,0,44,0,2,0,0,0,0,0,755,26,0,0,0,174,0,26,4771,4,26,0,144,0,242,1481,0,0,66,0,0,0,1,0,0,6,0,0,0,0,5,1,0,40,0,0,46,0,0,0,0,0,19,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-31,1118,13,167,15,0,0,30,208,224,18,0,0,20,32,0,0,15,0,0,0,199,0,0,41,0,0,0,0,0,0,812,0,0,0,0,0,5,0,58,0,0,0,0,0,1357,25,0,0,0,173,0,32,3498,59,37,0,56,0,70,1114,0,0,0,0,1,0,1,5,0,7,0,0,0,0,4,1,0,0,0,0,93,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-31,505,13,9,20,0,0,0,3,94,5,0,0,0,4,0,0,9,0,0,0,184,0,0,111,0,0,0,0,0,0,468,0,0,0,0,0,5,0,65,0,0,0,0,0,940,0,0,0,0,119,0,51,3957,167,1,0,64,0,278,1785,0,0,0,0,0,0,0,6,0,6,0,0,0,0,7,7,0,7,3,0,79,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,936,2,0,9,0,0,15,242,51,22,0,0,3,5,0,0,7,0,0,0,110,0,0,73,0,0,0,0,0,0,434,0,0,0,0,0,0,0,54,0,0,0,0,0,1044,36,0,0,0,78,0,10,3165,129,80,3,46,0,180,1575,0,0,0,0,0,0,0,4,0,2,0,0,0,0,8,10,4,4,0,0,16,0,0,0,0,0,8,0,0,0,10,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31,532,5,69,0,0,0,32,226,34,59,0,0,0,37,0,0,8,3,0,0,35,0,0,58,0,0,0,0,0,0,474,0,0,0,0,0,3,0,21,0,0,0,0,0,597,321,0,0,0,25,0,30,3557,224,39,2,47,0,113,1984,0,0,35,0,0,0,8,0,0,15,0,0,0,0,1,0,0,5,0,0,16,0,0,0,0,0,27,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30,383,4,17,3,133,0,48,20,54,69,0,95,1,12,0,0,4,0,0,0,98,0,0,83,0,0,0,0,0,0,484,0,0,0,0,0,17,0,122,0,0,0,0,0,671,23,0,0,0,77,0,6,3461,139,7,3,43,0,92,854,0,0,46,0,0,0,4,0,0,18,0,0,0,0,2,3,0,0,1,0,104,0,0,0,0,0,1,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31,578,7,27,46,0,0,2,0,102,67,0,139,9,110,0,0,3,0,0,0,111,0,0,18,0,0,0,0,0,0,367,0,0,0,0,0,0,0,11,0,0,0,0,0,1010,11,0,0,0,35,0,51,3408,322,5,0,23,0,104,1114,0,0,13,0,0,0,1,0,0,1,0,0,0,0,6,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,1,0,0,0,5,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-31,247,5,5,6,0,0,6,17,374,43,0,54,12,3,0,0,3,0,0,0,316,0,0,6,0,0,0,0,0,0,410,0,0,0,0,0,0,0,101,0,0,0,0,0,819,62,0,0,0,112,0,9,3602,137,0,1,74,0,129,1019,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,47,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
2016-02-29,147,3,1,20,0,0,0,1,282,42,7,79,6,4,0,0,3,0,0,0,135,0,0,11,0,0,0,0,7,0,711,0,0,0,0,0,4,0,109,0,0,0,0,0,1045,229,0,0,0,159,0,114,4368,116,1,1,71,0,115,1346,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,115,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,485,20,0,3,0,0,7,17,235,34,0,25,3,4,0,0,13,0,0,0,447,0,0,5,0,0,0,0,3,0,537,0,0,0,0,0,71,0,35,0,0,0,0,0,937,7,0,0,49,120,0,33,2382,104,2,2,67,0,232,1177,0,0,22,0,0,0,4,0,0,4,0,0,0,0,0,2,0,1,0,0,14,0,0,0,0,0,11,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
2016-04-30,248,11,0,8,0,0,5,7,437,9,0,166,5,7,0,0,9,0,0,0,151,0,0,0,0,0,0,0,22,0,260,0,0,0,0,0,0,0,14,0,0,0,47,0,701,9,0,0,0,109,0,71,2690,105,7,2,38,0,93,1578,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,128,0,0,0,0,18,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,224,24,0,36,0,0,18,93,77,73,0,3,7,10,0,0,2,0,0,0,123,0,0,7,0,0,0,0,0,0,307,0,0,0,0,0,4,0,24,0,0,0,0,0,1389,1,0,0,0,168,0,18,2622,128,12,2,56,0,46,1896,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,5,0,4,0,0,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30,375,15,0,5,0,0,103,1,91,11,0,26,32,5,0,0,8,0,0,0,283,0,0,3,0,0,0,0,2,0,261,0,0,0,0,0,0,2,82,25,0,0,0,0,1063,63,0,0,0,235,0,18,3822,134,9,3,57,0,16,1518,0,0,5,0,0,0,1,26,0,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-31,325,0,0,60,87,0,0,4,63,139,0,0,7,7,0,2,6,0,0,0,98,0,0,0,0,0,0,0,6,0,180,2,0,0,0,0,1,2,24,0,0,0,0,0,765,378,0,0,0,195,0,88,3430,375,5,42,67,0,15,1310,0,0,3,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
